,VSTOXX_ret,VIX_ret,RealizedVol_10d_ret,CAC40_ret,DAX_ret,STOXX600_ret,EUROSTOXX_Banks_ret,EUROPE_Financials_ret,Ukraine_z,guerre Russie_z,invasion Ukraine_z,OTAN_z,sanctions économiques_z,Israël_z,Palestine_z,Hamas_z,guerre Gaza_z,guerre mondiale_z,Chine Taïwan_z,conflit Chine USA_z,mer de Chine_z,Iran nucléaire_z,Iran Israël_z,attaques pétroliers_z,Corée du Nord_z,missile nucléaire_z,Kim Jong Un_z,tensions géopolitiques_z,GPR_Global_z,EPU_z,OAT_10Y_z,Bund_10Y_z,Infl_Exp_10Y_US_z,Spread_OAT_Bund_z,Technology,Health Care,Oil & Gas,Financials,Banks,Insurance,Consumer Discretionary,Consumer Staples,Industrials,Telecommunications,Utilities,Real Estate,Sentiment_Composite,VIX,RealizedVol_10d,VSTOXX,Delta_GPR_x,CAC40,DAX,STOXX600,EUROSTOXX_Banks,EUROPE_Financials,GPR_Global,Z_GPR,Delta_GPR_y,EPU,Bund_10Y,OAT_10Y,Delta_GPR,Infl_Exp_10Y_US
2014-09-19,,-0.0944841347187943,-0.1448312457150753,0.0043850893664494,0.0152318539051403,0.0122693845180545,,0.0144650717655663,,,,,,,,,,,,,,,,,,,,,0.413358597995428,-0.1969120059448912,,,-0.1014506930381896,,0.0008529786251813,0.0020339190133384,0.0081790816504711,0.0186082593406069,0.0217921789622706,0.0063903316030263,0.0007048228763859,0.0202567731772114,0.0201886273503661,-0.0021121988124672,0.0040513999399078,0.0193276801412713,-0.1977636258663054,12.109999656677246,0.0676309773940518,16.387999999999998,-35.359999999999985,4461.22021484375,9799.259765625,348.5199890136719,,355.1300048828125,132.81,-0.3978726366495999,-35.359999999999985,139.1073135897436,,,-35.359999999999985,2.03
2014-09-26,,0.2039683617222563,0.5391078251762544,-0.0150116726871196,-0.0320103025981097,-0.0180080759659331,,-0.0239375225997209,,,,,,,,,,,,,,,,,,,,,0.7151979726506998,-0.1881504088342336,,,-0.2755499450572297,,-0.0447035838999198,-0.0170769163074755,-0.0101639114228658,-0.014339646436259,-0.0305646190410769,-0.0048650690674681,-0.0314838811259772,-0.0078837245256233,-0.0047538517999178,-0.0207578309154579,-0.0192686301839895,-0.0224554685299859,-0.1977636258663054,14.850000381469728,0.1159517259326974,16.944,18.5,4394.75,9490.5498046875,342.29998779296875,,346.7300109863281,151.31,-0.0504939289054874,18.5,139.9347341025641,,,18.5,1.97
2014-10-03,,-0.0204088842104788,0.3674512113686794,-0.0260511229256561,-0.0315627715316892,-0.0209899673633424,,-0.0220449145741801,-0.2522819671355051,-0.1036966681638957,-0.0983221643910135,-0.130016759261789,,-0.2261210430566075,-0.22717906020313,-0.0963685522593154,,-0.1388471984654808,-0.2690698449057268,-0.1036966681638957,-1.1712837672808911,0.1528463922447998,-0.1398133604667485,,-0.2784192811970115,,0.2270822090395577,,-0.0570213572105982,-0.179388811723576,-0.2840934066032265,-0.2621944733860746,-0.3916161130699235,-0.2436656083323169,-0.0428310143734436,-0.0297175930484159,-0.0449808841582932,-0.0430174013178187,-0.0299008147208588,-0.0262484180194067,-0.0438349028876537,-0.0105148083728648,-0.0283067861763274,-0.0300586180303246,-0.0258886319170943,-0.0342524815279993,0.174335182383886,14.550000190734863,0.1674400137246981,19.288,-47.33,4281.740234375,9195.6796875,335.19000244140625,,339.1700134277344,103.98,-1.3529543892711982,-47.33,140.76215461538462,0.7909090909090908,1.26,-47.33,1.93
2014-10-10,,0.3782951788713302,-0.0048196719016249,-0.0498054012025779,-0.0452545020469461,-0.0413268332670568,,-0.041753700246307,,,,,,,,,,,,,,,,,,,,,0.2320918167835323,-0.1706272146129184,,,-0.3045664870604031,,-0.0496288473436377,-0.0483461864492981,-0.0571056788763556,-0.0206565410775012,-0.0354445268324424,-0.0240670669769385,-0.0308508191888326,-0.0406671407997097,-0.0298529945771229,-0.0518621803969931,-0.0143151046140662,-0.0241964702717301,-0.1977636258663054,21.239999771118164,0.1666349494266482,21.062,17.72,4073.7099609375,8788.8095703125,321.6199951171875,,325.29998779296875,121.7,-0.7290115702381691,17.72,141.58957512820513,,,17.72,1.96
2014-10-17,,0.0347016085604616,0.3827153866225277,-0.0099989928358663,0.0069686415375151,-0.0091832677147714,,-0.0001844546401157,,,,,,,,,,,,,,,,,,,,,-0.3420556207364144,-0.1618656175022608,,,-0.420632655073097,,0.0463647033807165,-0.0029724649332351,-0.0067946109779825,-0.0233388850408899,0.0121399672937783,-0.0156350345297927,0.0240859793329066,-0.0259059452666998,-0.0245000707890088,0.0193220735372209,-0.004611677025013,-0.0052621605817016,-0.1977636258663054,21.989999771118164,0.2443302698054174,26.502,-35.19,4033.179931640625,8850.26953125,318.67999267578125,,325.239990234375,86.51,-1.4978430616620453,-35.19,142.41699564102564,,,-35.19,1.92
2014-10-24,,-0.3111475590828334,0.0498923336561587,0.0234558742858155,0.0154201663886954,0.0262925129964068,,0.0370910503207806,,,,,,,,,,,,,,,,,,,,,-0.2577037522516708,-0.1531040203916032,,,-0.4786657390794439,,0.0076771551675179,0.0037439934825284,0.0101979393476918,0.0523248362360853,0.0129530764304969,0.0258055640620707,-0.0066799128084964,0.0431010544350437,0.0468946665936663,0.0318418158081771,0.0125785935833977,0.024087654906134,-0.1977636258663054,16.110000610351562,0.2568296972130584,22.266,5.170000000000002,4128.89990234375,8987.7998046875,327.1700134277344,,337.5299987792969,91.68,-1.12914584588822,5.170000000000002,143.24441615384615,,,5.170000000000002,1.9
2014-10-31,,-0.1382423599937179,-0.5567656391697444,0.0249211818982679,0.0370314137294691,0.0290092915984327,,0.0476142449254011,,,,,,,,,,,,,,,,,,,,,-0.2878876897171982,-0.1443424232809456,,,-0.420632655073097,,0.0413128958298804,0.0410015709120751,0.0207096023192618,0.0010167198615907,0.0373551793672832,0.0373463374778576,0.0074480684215447,0.0075878828713765,0.0420527285581776,0.0311689068283016,0.0402738524005266,0.03863647766951,-0.1977636258663054,14.029999732971191,0.1471787109758974,21.074,-1.8500000000000083,4233.08984375,9326.8701171875,336.79998779296875,,353.989990234375,89.83,-1.1759371521881732,-1.8500000000000083,144.07183666666666,,,-1.8500000000000083,1.92
2014-11-07,,-0.067060100288355,0.0801038074326545,-0.0102576726810799,-0.0037639663417845,-0.0046127239622286,,0.0070375250163037,-0.1544049383920623,-0.1036966681638957,-0.0983221643910135,-0.130016759261789,,-0.2261210430566075,-0.22717906020313,-0.0963685522593154,,3.1067060656651364,-0.2690698449057268,-0.1036966681638957,-1.1712837672808911,0.1528463922447998,-0.1398133604667485,,-0.2784192811970115,,-0.176060573464214,,-0.2816877458053602,-0.135580826170288,-0.3799507737292133,-0.325015197622063,-0.36259957106675,-0.4547317166195325,-0.0022259944159419,-0.0010769743165132,-0.0024874659895024,-0.0293982722904056,-0.0018482779556733,-0.0232569625214571,0.017753276325589,-0.0036410803715415,-0.004126369168362,0.0089491018268366,0.0063939244078394,0.0066891487707615,0.3603845865089817,13.119999885559082,0.1594533458206144,21.608,0.3799999999999954,4189.89013671875,9291.830078125,335.25,,356.489990234375,90.21,-0.9897392648006752,0.3799999999999954,144.89925717948717,0.719,1.14,0.3799999999999954,1.94
2014-11-14,,0.0143778891401313,-0.1555402346313763,0.0029955455794556,-0.0041941425405642,0.0011328551177172,,-0.0003927505004712,,,,,,,,,,,,,,,,,,,,,-0.4898753361081314,-0.1268192290596301,,,-0.5076822810826174,,-0.0026778390486183,0.0032263900099707,-0.0182221363297592,-0.0082524780267473,0.002243698619055,-0.0140893749564005,-0.0108681969801417,0.0116042716482905,0.033878547919663,-0.0154800299995146,0.0154063119396038,0.0136322734874289,-0.1977636258663054,13.3100004196167,0.1364845118810275,19.53,-12.759999999999993,4202.4599609375,9252.9404296875,335.6300048828125,,356.3500061035156,77.45,-1.242522022860938,-12.759999999999993,145.7266776923077,,,-12.759999999999993,1.89
2014-11-21,,-0.0312883821371143,-0.0539195273397545,0.0338687973508502,0.0505345325470898,0.0282304217854694,,0.0216250382275591,,,,,,,,,,,,,,,,,,,,,0.0500092534779738,-0.1180576319489725,,,-0.5947319070921371,,0.0479916245537953,0.0447942157727562,0.0437345390319784,0.0258917269279364,0.0437237177964971,0.0267276863947222,0.023855532648234,0.0175833709256606,0.0327681144765075,0.0409589182483541,0.02306625449011,0.0195370154333643,-0.1977636258663054,12.899999618530272,0.1293202149193118,19.358,33.09,4347.22998046875,9732.5498046875,345.239990234375,,364.1400146484375,110.54,-0.0459758553486762,33.09,146.5540982051282,,,33.09,1.86
2014-11-28,,0.0327898466708114,-0.2224022680956543,0.0098314123969842,0.0251923000523586,0.0058051825694791,,0.0242543885637873,,,,,,,,,,,,,,,,,,,,,-0.2709194221690098,-0.1092960348383149,,,-0.7978477011143512,,0.0370061551143394,0.0108917662233499,-0.0931272095568689,0.0260408450164481,0.0087947269127319,0.0248079249617563,-0.0423220969186941,0.0140709597188492,0.0301656938721912,0.0062695827338119,0.0203913922396667,0.0250996775379344,-0.1977636258663054,13.329999923706056,0.1035328906912112,18.588,-19.67,4390.18017578125,9980.849609375,347.25,,373.0799865722656,90.87,-0.6583129975901564,-19.67,147.38151871794872,,,-19.67,1.79
2014-12-05,,-0.1143193888895344,0.1785914465490794,0.006651769126412,0.0105911562201015,0.0106557715712503,,0.014555294435409,-0.2522819671355051,-0.1036966681638957,-0.0983221643910135,-0.130016759261789,,-0.2261210430566075,-0.22717906020313,-0.0963685522593154,,-0.1388471984654808,-0.2690698449057268,-0.1036966681638957,-1.1712837672808911,0.1528463922447998,-0.1398133604667485,,-0.2784192811970115,,0.4958440640420721,,-0.7337941821133376,-0.1005344377276573,-0.5556892801268555,-0.4386308809980959,-0.9139138691270452,-0.8495015673499431,0.0263333370716553,0.0167844524740369,-0.0046747102589813,0.0119531813366925,0.0110721009646305,0.0191114521908077,-0.0111937029500238,0.004460939811866,0.0161346650815901,0.0281711793256531,0.0020011357736276,0.0135953047372285,0.174335182383886,11.890000343322754,0.1237769051570333,18.338,-28.370000000000005,4419.47998046875,10087.1201171875,350.9700012207031,,378.5499877929688,62.5,-1.5456115791952243,-28.370000000000005,148.20893923076923,0.588947368421053,0.92,-28.370000000000005,1.75
2014-12-12,,0.572626980476298,0.5407283316907412,-0.0728593409291384,-0.0500453358573107,-0.0599730466416232,,-0.0626541277953975,,,,,,,,,,,,,,,,,,,,,-0.4882437719208056,-0.0917728406169997,,,-1.233095831161953,,-0.0593008800061087,-0.0379962098628364,-0.0928697121038958,-0.0702388765268373,-0.0525769441096224,-0.0680702368946693,-0.0857746094116032,-0.041320389393022,-0.0655035780301261,-0.0750876728451941,-0.05906888818146,-0.0466935751060587,-0.1977636258663054,21.07999992370605,0.2125567741006347,21.422,15.049999999999995,4108.93017578125,9594.73046875,330.5400085449219,,355.5599975585937,77.55,-0.7970648103896331,15.049999999999995,149.03635974358974,,,15.049999999999995,1.64
2014-12-19,,-0.2455705973624353,0.2844245784184638,0.0317896247031654,0.0198368451271857,0.0290998390713967,,0.0490098229888822,,,,,,,,,,,,,,,,,,,,,0.0570249794834746,-0.0830112435063422,,,-1.1170296631492591,,0.0313242015199659,0.0333248987712299,0.0742912889751591,0.0111972284709595,0.0207761161819467,0.0238369906467212,0.0584411372865709,0.0172469026181988,0.0240272455057744,0.0394484124218725,0.0355751406552138,0.0297629885537726,-0.1977636258663054,16.489999771118164,0.2824873309361256,25.724,33.42,4241.64990234375,9786.9599609375,340.29998779296875,,373.4200134277344,110.97,1.0899908584528757,33.42,149.86378025641025,,,33.42,1.68
2014-12-26,,-0.1286054732649399,-0.0873639366931333,0.0126971416640593,0.0137147523343408,0.010988508037542,,0.0097800485402688,,,,,,,,,,,,,,,,,,,,,0.1067876871969113,-0.0742496463956846,,,-1.1460462051524327,,0.012260309431726,0.0175705050562923,0.00713471506726,0.0109693167120994,0.0169688872798346,0.0081327112976938,-0.0005382277188497,-0.0116088453493497,0.0086247929021804,0.0154716920208583,0.006433857873374,0.0162006450777675,-0.1977636258663054,14.5,0.2588554419373798,22.525,3.049999999999997,4295.85009765625,9922.1103515625,344.0599975585937,,377.0899963378906,114.02,1.1639899662255075,3.049999999999997,150.69120076923076,,,3.049999999999997,1.67
2015-01-02,,0.2044879037142459,0.0155432522063982,-0.0101917925898646,-0.0159886735429406,-0.0088749592990957,,-0.0001061037626994,-0.2522819671355051,-0.1036966681638957,-0.0983221643910135,-0.130016759261789,,-0.2261210430566075,-0.1022305770914085,-0.0963685522593154,,3.1067060656651364,-0.2690698449057268,-0.1036966681638957,-1.1712837672808911,0.1528463922447998,-0.1398133604667485,,-0.2784192811970115,,0.3614631365408149,,-0.0100323086156154,-0.065488049285027,-0.7553921283059943,-0.612433909392028,-1.029980037139739,-1.073566374376563,-0.0217623508905835,-0.0003285305833867,-0.0181050866653696,-0.0021844461890776,-0.0149273678318581,-0.0144340676680983,0.0123059982798398,0.0038843396561915,-0.0166778455860193,-0.0091945443876028,-0.0099035373554323,-0.0065960304450031,0.174335182383886,17.790000915527344,0.2629103287852945,25.793333333333333,-7.159999999999997,4252.2900390625,9764.73046875,341.0199890136719,,377.0499877929688,106.86,0.9156285251314572,-7.159999999999997,151.51862128205127,0.39,0.67,-7.159999999999997,1.71
2015-01-09,,-0.0135826467012343,-0.0263104815350228,-0.0173689788567283,-0.0119744993269197,-0.0091023426046845,,-0.0113088723362038,,,,,,,,,,,,,,,,,,,,,-0.6977366135734376,-0.0567264521743694,,,-1.2911289151682994,,0.0039350685001044,-0.0202564077062612,-0.0357936180352715,-0.0617381922070176,0.0035621567180025,-0.0278818950180813,-0.01123021833321,0.0274765626469396,-0.0094229542139178,0.0023804502932601,0.0059854270943295,0.0029371319889065,-0.1977636258663054,17.549999237060547,0.2560832372951429,28.262,-42.150000000000006,4179.06982421875,9648.5,337.92999267578125,,372.80999755859375,64.71,-1.465998176917848,-42.150000000000006,152.34604179487178,,,-42.150000000000006,1.62
2015-01-16,,0.177084776345763,0.0407640860994475,0.0468732977092898,0.0524204046912224,0.0419281249729337,,0.0152264268121538,,,,,,,,,,,,,,,,,,,,,0.7935130536423382,-0.0479648550637115,,,-1.3491619991746462,,0.0644485553706879,0.025378072296944,0.0428092085533016,0.0241375375186884,0.0514539435736325,0.0191267570071074,-0.0060295124315013,0.0547765828296964,0.0533243251547956,0.0301911632202248,0.0374017910284793,0.0380257716558947,-0.1977636258663054,20.950000762939453,0.2667379253631671,29.22,91.40000000000002,4379.6201171875,10167.76953125,352.3999938964844,,378.5299987792969,156.11,2.322671542820099,91.40000000000002,153.17346230769232,,,91.40000000000002,1.6
2015-01-23,,-0.2291280552055439,-0.4339600485798169,0.057901060061603,0.0462975945485446,0.0497356160455737,,0.0647729202300917,,,,,,,,,,,,,,,,,,,,,0.0268410420179475,-0.0392032579530542,,,-1.3491619991746462,,0.0748556664883728,0.0426007275131269,0.048459259531501,0.0555468987313996,0.040561647859724,0.0462711426673456,0.0273990644397788,0.0204463355761592,0.0637773887492208,0.0582030598131845,0.0558196078040809,0.0517717554490172,-0.1977636258663054,16.65999984741211,0.1728296754985924,25.492,-46.99000000000001,4640.68994140625,10649.580078125,370.3699951171875,,403.8599853515625,109.12,0.4427169284990735,-46.99000000000001,154.0008828205128,,,-46.99000000000001,1.6
2015-01-30,,0.2300821845898855,-0.2437511999419994,-0.0078832594592768,0.0041923265274128,-0.009004447488091,,0.0024236712952836,,,,,,,,,,,,,,,,,,,,,0.3107332106126355,-0.0304416608423963,,,-1.2040792891587797,,0.0026940087748778,0.0,-0.029883154781333,-0.0286553746257578,0.0107199969537365,0.0161710533230098,0.0126382816773432,-0.0071616367804444,-0.0082327047759012,-0.0204196315497646,0.0156341280247318,-0.0003366419527588,-0.1977636258663054,20.96999931335449,0.1354436077725485,22.73,17.39999999999999,4604.25,10694.3203125,367.0499877929688,,404.8399963378906,126.52,0.9520157280355532,17.39999999999999,154.82830333333334,,,17.39999999999999,1.65
2015-02-06,,-0.1929644595231838,-0.4972679463614615,0.0186723387583462,0.0141194846949339,0.0169111218282793,,0.0207785716984787,0.0413491190948235,-0.1036966681638957,-0.0983221643910135,-0.130016759261789,,-0.2261210430566075,-0.22717906020313,-0.0963685522593154,,-0.1388471984654808,-0.2690698449057268,-0.1036966681638957,-1.1712837672808911,0.1528463922447998,-0.1398133604667485,,-0.2784192811970115,,0.0927012815383004,,0.9620536341930924,-0.0216800637317387,-0.8113089257961534,-0.6893118626922011,-1.029980037139739,-0.9945662053011974,0.037667468774263,0.0096740304948098,0.0700829700751847,0.0347996580774654,0.0025190561589224,-0.0174023570451782,0.0410104908702505,0.0003924137861437,0.016398605629846,0.0302053387630797,-0.0032489710994559,0.0143648760295366,0.7324833947591731,17.290000915527344,0.0823754477677302,22.688,39.92,4691.02978515625,10846.3896484375,373.30999755859375,,413.3399963378906,166.44,1.8234565269425715,39.92,155.65572384615385,0.3019999999999999,0.6,39.92,1.71
2015-02-13,,-0.162961391025461,-0.054202588819364,0.0144610479438824,0.010730214703539,0.0100216989009505,,0.0163175339597838,,,,,,,,,,,,,,,,,,,,,0.5247944319897795,-0.0129184666210811,,,-1.1170296631492591,,0.011848482492822,0.0212021089688085,0.0120025506994674,0.020212946515528,0.0246255402606308,-0.010214899313493,0.0473302841365259,0.0083247118461508,0.0011610968356977,0.0332522831720376,0.0076112142702189,0.0033110659484146,-0.1977636258663054,14.6899995803833,0.0780293345304941,24.948,-26.80000000000001,4759.35986328125,10963.400390625,377.0700073242188,,420.1400146484375,139.64,0.8761901935059219,-26.80000000000001,156.48314435897436,,,-26.80000000000001,1.68
2015-02-20,,-0.0269074110170364,0.0314171454956557,0.0149195887991968,0.0079258250048876,0.0136962704507821,,0.0231041372979579,,,,,,,,,,,,,,,,,,,,,0.47927379116339,-0.0041568695104235,,,-0.9139138691270452,,0.0339015355724692,0.0153868970983974,-0.0018852877663755,0.0305441598332086,0.0006692070029032,-0.005929503937244,0.0159203985744685,0.0160619672682399,0.0034753071802454,0.022507465932646,0.0215298469083239,0.0228768923295434,-0.1977636258663054,14.300000190734863,0.0805197088753277,24.18,-2.789999999999992,4830.89990234375,11050.6396484375,382.2699890136719,,429.9599914550781,136.85,0.6736826333096586,-2.789999999999992,157.31056487179487,,,-2.789999999999992,1.75
2015-02-27,,-0.0694924986781138,-0.2396384402752929,0.0246537523514849,0.0312706595141722,0.0256702523662397,,0.0323350751160855,,,,,,,,,,,,,,,,,,,,,-0.0250426991390128,0.004604727600234,,,-0.6817815331016575,,0.0095253276397305,0.0295011290392646,0.0196235223475631,0.0119612974551385,0.0269530280605881,0.0371719954883822,0.0163670566917776,0.0262924592837581,0.0237117982182348,0.015988436093768,0.0353707673649476,0.0188835397909659,-0.1977636258663054,13.34000015258789,0.0633619513549792,18.388,-30.91,4951.47998046875,11401.66015625,392.2099914550781,,444.0899963378906,105.94,-0.4049762689843567,-30.91,158.13798538461538,,,-30.91,1.83
2015-03-06,,0.1305283633780343,0.4083199076263253,0.0025958743369471,0.0130104199141953,0.0050102503375422,,0.0043365330848654,-0.1544049383920623,-0.1036966681638957,-0.0983221643910135,-0.130016759261789,,-0.2261210430566075,-0.22717906020313,-0.0963685522593154,,-0.1388471984654808,-0.2690698449057268,-0.1036966681638957,0.0661742241401633,0.9467984852941768,-0.1398133604667485,,-0.2784192811970115,,-0.0416796459629567,,-0.3497239724168456,0.0133663247108915,-0.8832019511406433,-0.7545945874987533,-0.6817815331016575,-1.0615966517893851,0.0223058411843235,0.0129964063206658,-0.0180520311379997,0.0123881789360264,0.0109029795347179,-0.021027592237645,-0.0325270197232264,0.0095148431494775,0.0011288255907702,-0.000251935594739,0.013308372587719,0.0179110127929535,0.3603845865089817,15.199999809265137,0.0953146431978168,18.578,-19.89999999999999,4964.35009765625,11550.9697265625,394.1799926757813,,446.0199890136719,86.04,-1.1405479842764017,-19.89999999999999,158.9654058974359,0.2272727272727269,0.51,-19.89999999999999,1.83
2015-03-13,,0.0512933069358969,0.235395283564741,0.0092453272695465,0.0299043221695942,0.0061457539719942,,0.0071489787559793,,,,,,,,,,,,,,,,,,,,,-0.6465054980914077,0.0221279218215491,,,-1.0880131211460855,,0.045466085451335,0.0201681711834443,-0.0588599035135523,0.00448839391844,0.0285761783430864,-0.0108379388691471,-0.0276918854220929,0.0262186738087497,0.0008454166563388,0.0174742641047455,0.0015693174398099,0.0126877033410401,-0.1977636258663054,16.0,0.1206119944871806,19.31,-18.19000000000001,5010.4599609375,11901.6103515625,396.6099853515625,,449.2200012207031,67.85,-1.4695203681891706,-18.19000000000001,159.7928264102564,,,-18.19000000000001,1.69
2015-03-20,,-0.2061020503008586,-0.0278367784753545,0.0152569117807175,0.0115084080411627,0.0184862611463572,,0.023278837592481,,,,,,,,,,,,,,,,,,,,,-0.2074515752820364,0.0308895189322067,,,-0.8848973271238716,,-0.0121398960401254,0.0120198607299602,0.0560290451565518,0.0232967168486056,0.0148107464054424,0.0345763750116212,0.0384149907037123,0.0254314840198495,0.0075789442269972,0.0125418202993671,-0.0010457175986868,0.0049081417678572,-0.1977636258663054,13.020000457763672,0.1173008447963239,19.144,26.91000000000001,5087.490234375,12039.3701171875,404.010009765625,,459.7999877929688,94.76,-0.5714933815642304,26.91000000000001,160.6202469230769,,,26.91000000000001,1.76
2015-03-27,,0.1462193204489317,0.0086657925921813,-0.0105578040010119,-0.0143086081747849,-0.0211877128047417,,-0.0254850677389404,,,,,,,,,,,,,,,,,,,,,1.4973698440546854,0.0396511160428643,,,-0.8848973271238716,,-0.0207775598689026,-0.0428614300946297,-0.0184363155877137,-0.0046160435414614,-0.0192024727783319,-0.0124080774598237,-0.0413752862120884,-0.0199357015718182,-0.0095531864741065,-0.0194952296894783,-0.023830117155843,-0.0191543408153658,-0.1977636258663054,15.06999969482422,0.1183217667482423,19.356,104.49,5034.06005859375,11868.330078125,395.5400085449219,,448.2300109863281,199.25,1.9148200836679072,104.49,161.44766743589742,,,104.49,1.76
2015-04-03,,-0.026901395032286,-0.0070083749955491,0.0079302521516524,0.0083119068159476,0.005697394236459,,0.0133411892347075,-0.2522819671355051,-0.1036966681638957,-0.0983221643910135,-0.130016759261789,,-0.2261210430566075,-0.22717906020313,-0.0963685522593154,,-0.1388471984654808,-0.2690698449057268,-0.1036966681638957,0.0661742241401633,1.740750578343554,-0.1398133604667485,,-0.2784192811970115,,-0.0416796459629567,,0.6961086716589878,0.0484127131535222,-0.9391187486308022,-0.8465622217152822,-0.6817815331016575,-0.9067882396619026,0.0086448212213212,0.008662667234983,-0.0061144839395859,0.0210605696781273,0.0054349924115516,-0.0085624276629609,-0.0174436262468457,0.0064129773577351,-0.0028274055163564,0.0064585440700934,0.0037442351604774,0.0083864476430665,0.174335182383886,14.670000076293944,0.1174954224842885,20.6375,-49.110000000000014,5074.14013671875,11967.3896484375,397.7999877929688,,454.25,150.14,0.5862372681570786,-49.110000000000014,162.27508794871795,0.122,0.44,-49.110000000000014,1.83
2015-04-10,,-0.1536963521479752,0.0872066121098078,0.0322521939011419,0.0334711066094275,0.0373287335995868,,0.0457612117092391,,,,,,,,,,,,,,,,,,,,,0.5655835366729244,0.0571743102641798,,,-0.7107980751048308,,0.0273227295671801,0.0405691417653414,0.090073140691678,0.0188487103677708,0.0434449637759429,0.0382632199553859,0.043292700885411,0.0516778408019727,0.024333737692895,0.0273516560371469,0.0485873159735501,0.0477145371612736,-0.1977636258663054,12.579999923706056,0.1282018515890567,18.8275,-8.0,5240.4599609375,12374.73046875,412.9299926757813,,475.5199890136719,142.14,0.4115158475824074,-8.0,163.10250846153846,,,-8.0,1.82
2015-04-17,,0.09906093627592,0.2083822220153435,-0.0187221991885966,-0.0570339480640118,-0.0226308066027449,,-0.0285843319368162,,,,,,,,,,,,,,,,,,,,,-0.1372943152270273,0.0659359073748374,,,-0.5076822810826174,,-0.0382555922937671,-0.0359858692960546,0.0187290140814339,-0.0351254291551492,-0.058976487673778,-0.0099803727814133,0.0027690403491571,-0.0290461357875628,-0.0158684826447277,-0.0138596019409072,-0.0089131496146846,-0.0329165588446773,-0.1977636258663054,13.890000343322754,0.1579041509468731,20.02,-43.079999999999984,5143.259765625,11688.7001953125,403.6900024414063,,462.1199951171875,99.06,-0.7298993376503325,-43.079999999999984,163.92992897435897,,,-43.079999999999984,1.89
2015-04-24,,-0.1223832610094728,-0.2501910551882271,0.0112503963236036,0.0103959875997432,0.0116488268348238,,0.0173547982042743,,,,,,,,,,,,,,,,,,,,,0.7982445897855829,0.074697504485495,,,-0.5076822810826174,,0.0205807292580908,0.0272895859612661,-0.0046906939227029,0.0363349537273224,0.0076244855682888,0.0172725672069793,0.0547117549227798,0.0163036344214228,0.0338637751954041,0.0141189521794414,0.0113132124960312,0.0151838166745563,-0.1977636258663054,12.289999961853027,0.1229523834727306,22.304,57.34,5201.4501953125,11810.849609375,408.4200134277344,,470.2099914550781,156.4,0.7245582962016763,57.34,164.75734948717948,,,57.34,1.89
2015-05-01,,0.032816057972012,0.3693343634498385,-0.0302444718538925,-0.0306463880767235,-0.0314123004118549,,-0.0345977203980591,-0.2522819671355051,-0.1036966681638957,-0.0983221643910135,-0.130016759261789,,-0.2261210430566075,-0.22717906020313,-0.0963685522593154,,-0.1388471984654808,-0.2690698449057268,-0.1036966681638957,1.303632215561218,0.1528463922447998,-0.1398133604667485,,-0.2784192811970115,,0.0927012815383004,,-0.5096172627747736,0.0834591015961526,-0.5796536219083521,-0.4675980523970853,-0.36259957106675,-0.8356418885647872,-0.0282288120775984,-0.049140773999097,-0.0100414072000575,-0.020594309206763,-0.0319423891661412,-0.033931710759903,-0.0420549597029553,-0.0500925426802945,-0.0248696956902091,-0.0336768914558622,-0.0413658880341356,-0.0302911798567815,0.174335182383886,12.699999809265137,0.1778839760162553,22.817500000000003,-80.16000000000001,5046.490234375,11454.3798828125,395.7900085449219,,454.2200012207031,76.24,-1.1530840006464589,-80.16000000000001,165.58477,0.55578947368421,0.89,-80.16000000000001,1.94
2015-05-08,,0.0125197136664723,0.253586679604924,0.0086614767439616,0.0220479807850235,0.010980687127593,,0.0109042067336941,,,,,,,,,,,,,,,,,,,,,-0.5828744947857016,0.0968181017472128,,,-0.5366988230857908,,0.0232405551708709,0.026164358154008,0.002371678957188,0.0150031473999612,0.0407652999366661,0.0247372007695968,0.0094472918811876,0.0014459147833519,0.015822501636826,0.0077202962920111,0.0171711139295898,0.0083524658966142,-0.1977636258663054,12.859999656677246,0.2292282420209941,23.65,-4.489999999999995,5090.39013671875,11709.73046875,400.1600036621094,,459.2000122070313,71.75,-1.0694623883869032,-4.489999999999995,166.84635628571428,,,-4.489999999999995,1.88
2015-05-15,,-0.0380394156120584,-0.1958358750722355,-0.0191533625542117,-0.0226898285644541,-0.0093145157716678,,-0.0103319391663392,,,,,,,,,,,,,,,,,,,,,-0.1996200671828727,0.1101771018982731,,,-0.6817815331016575,,-0.0322382304834526,-0.0048899702372307,-0.0167218125089359,-0.0004484137014623,-0.0153850477403515,-0.0029843264102308,0.0002348718252049,-0.0067660485819785,-0.0110773076605547,-0.0074700479765509,-0.0093414520912161,0.0039968773030918,-0.1977636258663054,12.380000114440918,0.1884593478137509,22.274,23.489999999999995,4993.81982421875,11447.0302734375,396.4500122070313,,454.4800109863281,95.24,-0.4131141470506501,23.489999999999995,168.10794257142857,,,23.489999999999995,1.83
